# Weather station Hobart (airport), Australia, WMO_ID=94975,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94975&lang=en
#
"Local time in Hobart (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.05.2018 12:00";"15.1";"757.7";"760.2";"-1.9";"51";"Wind blowing from the north-west";"6";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.1";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"5.1";"";"";"";"";"";"";
"19.05.2018 11:00";"12.9";"758.4";"760.9";"-1.7";"62";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"19.05.2018 10:00";"12.7";"759.0";"761.5";"-1.3";"60";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"19.05.2018 09:00";"11.2";"759.6";"762.1";"-0.9";"65";"Wind blowing from the north-northwest";"3";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"40.0";"4.8";"No precipitation";"24";"";"";"";"";
"19.05.2018 08:00";"9.1";"760.1";"762.6";"-0.3";"72";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"19.05.2018 07:00";"8.9";"760.3";"762.7";"-0.3";"71";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"19.05.2018 06:00";"9.1";"760.5";"763.0";"-0.1";"71";"Wind blowing from the north-west";"4";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"4.1";"";"";"";"";"";"";
"19.05.2018 05:00";"9.5";"760.4";"762.9";"-0.5";"66";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"19.05.2018 04:00";"9.2";"760.6";"763.0";"-0.6";"69";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"19.05.2018 03:00";"9.9";"760.6";"763.0";"-0.9";"69";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"4.5";"No precipitation";"6";"";"";"";"";
"19.05.2018 02:00";"9.8";"760.9";"763.4";"-0.7";"70";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"19.05.2018 01:00";"8.5";"761.2";"763.7";"-0.6";"74";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"19.05.2018 00:00";"9.2";"761.5";"764.0";"-0.1";"71";"Wind blowing from the north-west";"5";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"14.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"4.2";"";"";"";"";"";"";
"18.05.2018 23:00";"9.1";"761.6";"764.1";"0.2";"71";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"18.05.2018 22:00";"9.3";"761.8";"764.2";"0.7";"70";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"18.05.2018 21:00";"9.4";"761.6";"764.1";"1.0";"76";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"5.4";"No precipitation";"6";"";"";"";"";
"18.05.2018 20:00";"9.9";"761.4";"763.9";"1.4";"67";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"18.05.2018 19:00";"11.8";"761.1";"763.6";"1.4";"58";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"18.05.2018 18:00";"12.6";"760.6";"763.0";"1.1";"60";"Wind blowing from the south-west";"7";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"5.0";"";"";"";"";"";"";
"18.05.2018 17:00";"12.1";"760.0";"762.5";"0.6";"68";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"18.05.2018 16:00";"13.7";"759.7";"762.2";"0.1";"62";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"18.05.2018 15:00";"14.4";"759.5";"762.0";"-0.3";"59";"Calm, no wind";"0";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"6.3";"No precipitation";"6";"";"";"";"";
"18.05.2018 14:00";"13.6";"759.4";"761.8";"-0.9";"62";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"18.05.2018 13:00";"13.5";"759.6";"762.1";"-0.6";"63";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"18.05.2018 12:00";"13.2";"759.8";"762.3";"-0.6";"64";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"9.7";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"300-600";"";"";"35.0";"6.5";"";"";"";"";"";"";
"18.05.2018 11:00";"12.6";"760.3";"762.7";"0.1";"66";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"18.05.2018 10:00";"11.5";"760.2";"762.7";"0.4";"86";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"18.05.2018 09:00";"11.0";"760.4";"762.9";"0.8";"88";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"100-200";"";"";"25.0";"9.0";"2.0";"24";"";"";"";"";
"18.05.2018 08:00";"9.9";"760.2";"762.7";"0.7";"95";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"18.05.2018 07:00";"9.9";"759.8";"762.3";"0.3";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"18.05.2018 06:00";"10.0";"759.6";"762.1";"-0.1";"95";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"200-300";"";"";"14.0";"9.2";"";"";"";"";"";"";
"18.05.2018 05:00";"10.1";"759.5";"762.0";"-0.3";"95";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"18.05.2018 04:00";"10.2";"759.5";"762.0";"-0.4";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"18.05.2018 03:00";"10.4";"759.7";"762.1";"-0.2";"92";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Haze. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"200-300";"";"";"18.0";"9.2";"0.2";"6";"";"";"";"";
"18.05.2018 02:00";"10.6";"759.8";"762.3";"0.1";"91";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"18.05.2018 01:00";"10.6";"759.9";"762.4";"0.3";"92";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"18.05.2018 00:00";"11.0";"759.9";"762.4";"0.7";"91";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Drizzle.";"";"16.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"15.0";"9.6";"";"";"";"";"";"";
"17.05.2018 23:00";"11.1";"759.7";"762.2";"0.6";"94";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"17.05.2018 22:00";"11.5";"759.6";"762.1";"0.8";"94";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"17.05.2018 21:00";"11.5";"759.2";"761.7";"0.9";"95";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Shower(s).";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"100-200";"";"";"8.0";"10.7";"2.0";"6";"";"";"";"";
"17.05.2018 20:00";"11.8";"759.1";"761.5";"1.3";"92";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"17.05.2018 19:00";"11.9";"758.8";"761.3";"1.2";"95";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"17.05.2018 18:00";"12.4";"758.3";"760.8";"0.9";"92";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"300-600";"";"";"15.0";"11.1";"";"";"";"";"";"";
"17.05.2018 17:00";"13.1";"757.8";"760.3";"0.1";"87";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"17.05.2018 16:00";"15.2";"757.6";"760.1";"-0.6";"66";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"17.05.2018 15:00";"15.8";"757.4";"759.9";"-1.6";"60";"Wind blowing from the north-west";"4";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"";"";"30.0";"8.1";"No precipitation";"6";"";"";"";"";
"17.05.2018 14:00";"16.0";"757.7";"760.2";"-2.0";"58";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"17.05.2018 13:00";"15.8";"758.2";"760.7";"-1.9";"57";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"17.05.2018 12:00";"14.9";"759.0";"761.5";"-1.2";"62";"Wind blowing from the north-west";"6";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"7.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"";"40.0";"7.6";"";"";"";"";"";"";
"17.05.2018 11:00";"14.3";"759.7";"762.1";"-0.6";"68";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"17.05.2018 10:00";"13.6";"760.1";"762.6";"-0.1";"73";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"17.05.2018 09:00";"12.7";"760.2";"762.7";"-0.1";"72";"Wind blowing from the north-west";"7";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"";"40.0";"7.8";"No precipitation";"24";"";"";"";"";
"17.05.2018 08:00";"12.1";"760.3";"762.7";"0.0";"74";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"17.05.2018 07:00";"12.3";"760.2";"762.7";"-0.4";"72";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"17.05.2018 06:00";"12.3";"760.3";"762.7";"-0.7";"71";"Wind blowing from the north-northwest";"7";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"40.0";"7.1";"";"";"";"";"";"";
"17.05.2018 05:00";"12.7";"760.3";"762.7";"-1.2";"68";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"17.05.2018 04:00";"12.4";"760.6";"763.0";"-1.2";"68";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"17.05.2018 03:00";"12.4";"761.0";"763.5";"-1.3";"67";"Wind blowing from the north-northwest";"6";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"40.0";"6.3";"No precipitation";"6";"";"";"";"";
"17.05.2018 02:00";"12.5";"761.5";"764.0";"-1.0";"65";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"17.05.2018 01:00";"11.8";"761.8";"764.2";"-0.9";"68";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"17.05.2018 00:00";"11.9";"762.3";"764.8";"-0.7";"67";"Wind blowing from the north-west";"6";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"12.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"";"";"40.0";"5.9";"";"";"";"";"";"";
