# Weather station Dubbo (airport), Australia, WMO_ID=95719,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95719&lang=en
#
"Local time in Dubbo (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.06.2018 03:00";"7.7";"738.5";"764.1";"-0.3";"95";"Wind blowing from the west";"6";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Precipitation";"Precipitation";"";"";"";"";"100-200";"";"";"";"7.0";"0.2";"6";"";"";"";"";
"18.06.2018 02:00";"7.5";"738.5";"764.1";"-0.6";"95";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"18.06.2018 01:00";"7.5";"738.7";"764.3";"-0.4";"93";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"18.06.2018 00:00";"7.6";"738.8";"764.4";"-0.5";"90";"Wind blowing from the west";"7";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"9.6";"";"";"300-600";"";"";"";"6.1";"";"";"";"";"";"";
"17.06.2018 23:00";"8.0";"739.1";"764.7";"-0.2";"84";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"17.06.2018 22:00";"8.2";"739.1";"764.7";"-0.2";"79";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"17.06.2018 21:00";"8.6";"739.3";"764.9";"0.2";"73";"Wind blowing from the west-northwest";"7";"";"";"100%.";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"";"4.0";"No precipitation";"6";"";"";"";"";
"17.06.2018 20:00";"8.6";"739.3";"765.0";"0.5";"70";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"17.06.2018 19:00";"7.8";"739.3";"765.0";"0.7";"77";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"17.06.2018 18:00";"8.6";"739.1";"764.7";"0.6";"70";"Wind blowing from the west";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"3.4";"";"";"";"";"";"";
"17.06.2018 17:00";"9.1";"738.8";"764.4";"0.4";"65";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"17.06.2018 16:00";"9.1";"738.6";"764.2";"0.0";"67";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"17.06.2018 15:00";"9.2";"738.5";"764.1";"-0.5";"67";"Wind blowing from the west";"8";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"3.4";"No precipitation";"6";"";"";"";"";
"17.06.2018 14:00";"9.3";"738.4";"764.0";"-0.9";"66";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"17.06.2018 13:00";"8.8";"738.6";"764.2";"-0.8";"65";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"17.06.2018 12:00";"8.3";"739.0";"764.6";"0.0";"67";"Wind blowing from the west";"8";"";"";"100%.";"No significant weather observed. ";"";"";"5.0";"";"";"";"600-1000";"";"";"";"2.5";"";"";"";"";"";"";
"17.06.2018 11:00";"6.7";"739.3";"765.0";"0.6";"81";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"17.06.2018 10:00";"6.7";"739.4";"765.1";"1.3";"81";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"17.06.2018 09:00";"6.7";"739.0";"764.5";"1.2";"84";"Wind blowing from the west";"7";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"4.2";"0.6";"24";"";"";"";"";
"17.06.2018 08:00";"5.9";"738.7";"764.2";"1.5";"88";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"17.06.2018 07:00";"5.9";"738.1";"763.6";"0.6";"88";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"17.06.2018 06:00";"5.9";"737.8";"763.3";"-0.1";"90";"Wind blowing from the west";"5";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"4.4";"";"";"";"";"";"";
"17.06.2018 05:00";"6.6";"737.2";"762.8";"-0.9";"84";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"17.06.2018 04:00";"5.5";"737.5";"763.0";"-0.8";"90";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"17.06.2018 03:00";"6.3";"737.9";"763.5";"-0.8";"88";"Wind blowing from the west-northwest";"4";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"4.5";"0.2";"6";"";"";"";"";
"17.06.2018 02:00";"6.0";"738.1";"763.7";"-0.8";"87";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"17.06.2018 01:00";"6.7";"738.3";"763.9";"-0.7";"85";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"17.06.2018 00:00";"7.4";"738.7";"764.2";"0.0";"87";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"Precipitation";"";"16.0";"";"";"2500 or more, or no clouds.";"";"";"";"5.4";"";"";"";"";"";"";
"16.06.2018 23:00";"7.3";"738.9";"764.5";"0.5";"89";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"16.06.2018 22:00";"7.4";"739.0";"764.5";"1.1";"88";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"16.06.2018 21:00";"10.7";"738.7";"764.2";"1.2";"53";"Wind blowing from the west";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"1.3";"No precipitation";"6";"";"";"";"";
"16.06.2018 20:00";"11.2";"738.4";"763.9";"1.2";"48";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"16.06.2018 19:00";"11.7";"737.9";"763.5";"0.7";"46";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"16.06.2018 18:00";"11.7";"737.5";"763.0";"0.1";"45";"Wind blowing from the north-west";"6";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"0.2";"";"";"";"";"";"";
"16.06.2018 17:00";"13.1";"737.2";"762.8";"-0.6";"41";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"16.06.2018 16:00";"13.8";"737.2";"762.8";"-1.1";"37";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"16.06.2018 15:00";"13.7";"737.4";"763.0";"-1.8";"36";"Wind blowing from the west-northwest";"8";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"-1.1";"No precipitation";"6";"";"";"";"";
"16.06.2018 14:00";"15.0";"737.8";"763.3";"-2.1";"33";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"16.06.2018 13:00";"15.2";"738.3";"763.9";"-2.1";"34";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"16.06.2018 12:00";"14.0";"739.2";"764.8";"-1.2";"45";"Wind blowing from the north-west";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"1.4";"";"";"";"1500-2000";"";"";"";"2.3";"";"";"";"";"";"";
"16.06.2018 11:00";"11.9";"739.9";"765.6";"-0.3";"60";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"16.06.2018 10:00";"8.7";"740.4";"766.0";"0.5";"76";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"16.06.2018 09:00";"6.1";"740.4";"766.0";"0.9";"92";"Wind blowing from the north";"2";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"4.9";"No precipitation";"24";"";"";"";"";
"16.06.2018 08:00";"3.3";"740.2";"765.8";"0.9";"98";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"16.06.2018 07:00";"1.5";"739.9";"765.6";"0.3";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"16.06.2018 06:00";"2.0";"739.5";"765.1";"-0.4";"97";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"0.3";"1.6";"";"";"";"";"";"";
"16.06.2018 05:00";"2.1";"739.3";"765.0";"-0.9";"96";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"16.06.2018 04:00";"4.4";"739.6";"765.2";"-0.6";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"16.06.2018 03:00";"4.8";"739.9";"765.5";"-0.5";"89";"Wind blowing from the west-southwest";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.1";"No precipitation";"6";"";"";"";"";
"16.06.2018 02:00";"4.2";"740.2";"765.8";"-0.4";"91";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"16.06.2018 01:00";"5.0";"740.2";"765.9";"-0.3";"94";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"16.06.2018 00:00";"6.5";"740.4";"766.0";"0.1";"87";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"18.0";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"15.06.2018 23:00";"8.5";"740.6";"766.3";"0.7";"81";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"15.06.2018 22:00";"8.5";"740.5";"766.2";"1.1";"81";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"15.06.2018 21:00";"9.2";"740.3";"766.0";"1.4";"78";"Wind blowing from the west";"3";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"5.6";"No precipitation";"6";"";"";"";"";
"15.06.2018 20:00";"11.7";"739.9";"765.6";"1.6";"66";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"15.06.2018 19:00";"11.2";"739.4";"765.1";"1.9";"65";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"15.06.2018 18:00";"12.6";"738.9";"764.5";"1.7";"61";"Wind blowing from the west";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"5.3";"";"";"";"";"";"";
"15.06.2018 17:00";"13.5";"738.3";"763.9";"1.0";"58";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"15.06.2018 16:00";"16.1";"737.5";"763.1";"-0.3";"46";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"15.06.2018 15:00";"16.6";"737.2";"762.8";"-1.5";"43";"Wind blowing from the north-west";"10";"";"";"50%.";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"1500-2000";"";"";"";"4.0";"No precipitation";"6";"";"";"";"";
"15.06.2018 14:00";"17.0";"737.3";"762.9";"-1.9";"44";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"15.06.2018 13:00";"17.2";"737.8";"763.4";"-1.8";"43";"Wind blowing from the west-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"15.06.2018 12:00";"15.6";"738.7";"764.2";"-0.9";"45";"Wind blowing from the north-west";"8";"";"";"100%.";"No significant weather observed. ";"";"";"1.9";"";"";"";"1000-1500";"";"";"";"3.7";"";"";"";"";"";"";
"15.06.2018 11:00";"14.5";"739.2";"764.8";"-0.4";"44";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"15.06.2018 10:00";"13.3";"739.6";"765.2";"0.3";"49";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"15.06.2018 09:00";"9.7";"739.6";"765.2";"0.6";"64";"Wind blowing from the north";"3";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"3.2";"No precipitation";"24";"";"";"";"";
"15.06.2018 08:00";"5.2";"739.6";"765.3";"0.9";"80";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"15.06.2018 07:00";"2.5";"739.3";"764.9";"0.6";"81";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"15.06.2018 06:00";"2.7";"739.0";"764.6";"0.2";"81";"Wind blowing from the north-east";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"15.06.2018 05:00";"3.5";"738.7";"764.3";"-0.3";"82";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"15.06.2018 04:00";"4.1";"738.7";"764.2";"-0.1";"78";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"15.06.2018 03:00";"5.4";"738.8";"764.4";"-0.1";"73";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.8";"No precipitation";"6";"";"";"";"";
"15.06.2018 02:00";"6.5";"739.0";"764.5";"0.0";"67";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"15.06.2018 01:00";"6.6";"738.8";"764.4";"0.0";"68";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"15.06.2018 00:00";"6.7";"738.9";"764.5";"0.2";"70";"Wind blowing from the north-west";"3";"";"";"";"No significant weather observed. ";"";"";"";"17.9";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"14.06.2018 23:00";"7.0";"739.0";"764.5";"0.6";"70";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"14.06.2018 22:00";"6.7";"738.8";"764.4";"0.7";"71";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"14.06.2018 21:00";"7.5";"738.7";"764.3";"0.9";"68";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.0";"No precipitation";"6";"";"";"";"";
"14.06.2018 20:00";"8.5";"738.4";"764.0";"0.9";"64";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"14.06.2018 19:00";"9.4";"738.1";"763.7";"0.9";"59";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"14.06.2018 18:00";"11.5";"737.8";"763.4";"0.6";"51";"Wind blowing from the north-west";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"14.06.2018 17:00";"15.1";"737.5";"763.0";"0.3";"41";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"14.06.2018 16:00";"16.2";"737.2";"762.8";"-0.2";"35";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"14.06.2018 15:00";"16.7";"737.2";"762.7";"-0.7";"37";"Wind blowing from the west-northwest";"7";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"2.0";"No precipitation";"6";"";"";"";"";
"14.06.2018 14:00";"16.3";"737.2";"762.7";"-1.0";"41";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"14.06.2018 13:00";"17.6";"737.4";"763.0";"-0.7";"39";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"14.06.2018 12:00";"16.5";"737.9";"763.5";"-0.1";"46";"Wind blowing from the west-northwest";"5";"";"";"";"No significant weather observed. ";"";"";"3.5";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"14.06.2018 11:00";"14.1";"738.2";"763.8";"0.6";"51";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"14.06.2018 10:00";"11.9";"738.1";"763.7";"0.8";"61";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"14.06.2018 09:00";"9.2";"738.0";"763.6";"1.1";"75";"Wind blowing from the north";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.0";"No precipitation";"24";"";"";"";"";
"14.06.2018 08:00";"5.3";"737.6";"763.2";"1.0";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"14.06.2018 07:00";"4.0";"737.3";"762.9";"0.9";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"14.06.2018 06:00";"4.5";"736.9";"762.4";"0.6";"88";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"14.06.2018 05:00";"5.4";"736.6";"762.1";"0.3";"84";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"14.06.2018 04:00";"4.8";"736.4";"761.9";"0.6";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"14.06.2018 03:00";"5.3";"736.3";"761.8";"0.2";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"3.3";"No precipitation";"6";"";"";"";"";
"14.06.2018 02:00";"4.8";"736.3";"761.8";"0.0";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"14.06.2018 01:00";"4.4";"735.8";"761.3";"-0.6";"88";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"14.06.2018 00:00";"5.2";"736.1";"761.6";"-0.2";"79";"Wind blowing from the north-east";"3";"";"";"50%.";"No significant weather observed. ";"";"";"";"16.0";"";"";"1500-2000";"";"";"";"1.9";"";"";"";"";"";"";
"13.06.2018 23:00";"6.6";"736.3";"761.8";"0.3";"78";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"13.06.2018 22:00";"7.1";"736.4";"761.9";"1.0";"75";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"13.06.2018 21:00";"8.8";"736.3";"761.8";"1.3";"67";"Wind blowing from the north-west";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.0";"No precipitation";"6";"";"";"";"";
"13.06.2018 20:00";"9.1";"736.0";"761.5";"1.4";"67";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"13.06.2018 19:00";"8.8";"735.4";"760.9";"1.0";"68";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"13.06.2018 18:00";"11.5";"735.0";"760.5";"0.8";"58";"Wind blowing from the north";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"13.06.2018 17:00";"13.3";"734.6";"760.0";"0.3";"53";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"13.06.2018 16:00";"15.0";"734.4";"759.8";"-0.1";"48";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"13.06.2018 15:00";"14.8";"734.2";"759.7";"-0.8";"48";"Wind blowing from the north-northwest";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.9";"No precipitation";"6";"";"";"";"";
"13.06.2018 14:00";"14.9";"734.3";"759.7";"-1.5";"51";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"13.06.2018 13:00";"15.7";"734.5";"759.9";"-1.5";"55";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"13.06.2018 12:00";"14.7";"735.0";"760.5";"-0.6";"60";"Wind blowing from the north";"3";"";"";"";"No significant weather observed. ";"";"";"1.1";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"13.06.2018 11:00";"11.3";"735.8";"761.3";"0.9";"68";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"13.06.2018 10:00";"8.8";"736.0";"761.5";"1.3";"79";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"13.06.2018 09:00";"5.8";"735.6";"761.1";"1.3";"93";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.8";"No precipitation";"24";"";"";"";"";
"13.06.2018 08:00";"2.8";"734.9";"760.4";"0.7";"97";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"13.06.2018 07:00";"2.6";"734.7";"760.1";"0.5";"97";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"13.06.2018 06:00";"3.2";"734.3";"759.7";"-0.1";"96";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"13.06.2018 05:00";"3.8";"734.2";"759.7";"0.0";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"13.06.2018 04:00";"3.8";"734.2";"759.7";"0.1";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"13.06.2018 03:00";"3.9";"734.4";"759.8";"-0.3";"96";"Wind blowing from the east-northeast";"2";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"3.3";"No precipitation";"6";"";"";"";"";
"13.06.2018 02:00";"4.6";"734.2";"759.7";"-0.9";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"13.06.2018 01:00";"4.7";"734.1";"759.5";"-0.7";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
